user_id,item_id
1596,11787
2423,5702
2423,8014
2423,6193
2423,6452
2423,17205
1108,17892
1108,5820
1108,17205
1108,14962
1108,5702
254,7491
254,11174
254,17455
254,6193
254,8014
85,5970
85,5988
85,5991
85,8135
85,6195
985,15875
985,17071
985,6193
985,8014
985,5702
2268,13884
2268,17071
2268,17072
2268,5820
2268,14962
2440,17071
2440,17072
2440,18339
2440,13692
2440,17307
1023,9248
1023,11234
1023,17124
1023,14731
1023,11322
392,10852
392,10278
392,9153
392,11954
392,12778
2463,5820
2463,5702
2463,8014
2463,6193
2463,6044
217,5702
217,6193
217,8014
217,5820
217,6044
434,6452
434,9892
434,11322
434,9349
434,11395
1903,5820
1903,13862
1903,10307
1903,9916
1903,10311
213,11625
213,11954
213,12778
213,6338
213,16016
732,5820
732,12884
732,14605
732,8839
732,14663
1086,17140
1086,5820
1086,6452
1086,8059
1086,14962
890,18096
890,11322
890,11395
890,12617
890,11174
1211,16559
1211,15530
1211,5820
1211,17960
1211,11174
58,5820
58,11395
58,14962
58,11322
58,17071
1688,17071
1688,17072
1688,18339
1688,5702
1688,8014
2041,6193
2041,7491
2041,11174
2041,8014
2041,5702
1118,17505
1118,14570
1118,11322
1118,11395
1118,12778
2489,17216
2489,11322
2489,17624
2489,11395
2489,10852
737,16019
737,12023
737,16018
737,17521
737,8059
148,5820
148,11954
148,12778
148,8059
148,9916
1561,5820
1561,15530
1561,14962
1561,8059
1561,17960
1096,17588
1096,11174
1096,7491
1096,11322
1096,17455
106,6243
106,11322
106,11395
106,9022
106,9269
1144,17071
1144,5820
1144,17072
1144,13862
1144,18339
564,11894
564,11425
564,11014
564,14962
564,8014
334,17071
334,17072
334,18339
334,5702
334,5820
214,7395
214,6946
214,6966
214,11174
214,7491
1517,17071
1517,17072
1517,18339
1517,13297
1517,16793
2644,17071
2644,17072
2644,5820
2644,18339
2644,11322
747,17071
747,6193
747,5702
747,8014
747,17072
2190,17071
2190,17072
2190,5820
2190,18339
2190,5702
2418,17071
2418,8014
2418,17072
2418,5702
2418,6193
2195,5820
2195,11689
2195,11322
2195,11395
2195,13440
1260,7219
1260,18096
1260,17171
1260,16973
1260,18245
1325,8846
1325,8842
1325,8839
1325,11787
1325,8840
610,17071
610,17072
610,5820
610,13862
610,10307
536,17071
536,17072
536,14962
536,5702
536,8014
2709,5820
2709,17960
2709,17086
2709,18178
2709,14962
642,11322
642,11395
642,11809
642,17205
642,14907
2290,5820
2290,14962
2290,13862
2290,9916
2290,10307
1469,6193
1469,5702
1469,8014
1469,18129
1469,5820
1061,5820
1061,18096
1061,5823
1061,17960
1061,11322
719,11322
719,6452
719,11395
719,5820
719,17546
1521,8014
1521,5702
1521,6193
1521,17071
1521,17072
672,12256
672,17071
672,14191
672,17072
672,6452
147,6193
147,5702
147,17143
147,11533
147,6044
382,7491
382,11174
382,17455
382,10653
382,9511
1758,17071
1758,17072
1758,5702
1758,5820
1758,6193
1522,14828
1522,5820
1522,11568
1522,6452
1522,17760
2780,5820
2780,10307
2780,17071
2780,17072
2780,13862
888,16345
888,15255
888,7491
888,16379
888,9010
2603,11322
2603,11395
2603,10307
2603,9916
2603,11112
2024,6193
2024,5702
2024,8014
2024,15861
2024,6044
2792,5820
2792,17071
2792,17072
2792,6193
2792,8014
2200,17194
2200,17071
2200,17072
2200,18339
2200,8846
1489,8846
1489,8840
1489,8839
1489,8842
1489,8841
1009,5820
1009,17960
1009,18178
1009,14977
1009,17071
698,11322
698,11395
698,17072
698,17071
698,11174
1732,17960
1732,17841
1732,18178
1732,5820
1732,17071
637,5820
637,15530
637,11322
637,11395
637,17071
2090,5820
2090,5823
2090,8279
2090,10248
2090,16581
1510,6452
1510,11174
1510,7491
1510,9131
1510,17455
1309,14962
1309,18148
1309,17307
1309,16606
1309,17340
1346,17071
1346,17072
1346,11322
1346,11395
1346,18339
1068,17071
1068,17072
1068,18339
1068,5820
1068,9140
2414,8846
2414,8842
2414,8840
2414,8839
2414,8841
2030,13280
2030,8839
2030,8846
2030,8840
2030,8842
873,6193
873,8014
873,5702
873,9805
873,14604
789,17340
789,13692
789,17307
789,5820
789,18148
1757,7899
1757,17071
1757,17072
1757,6452
1757,13862
1683,17960
1683,18178
1683,6452
1683,17071
1683,17205
2687,5702
2687,6193
2687,8014
2687,17071
2687,5820
1697,5812
1697,6452
1697,11565
1697,11322
1697,11395
2556,5820
2556,11322
2556,11395
2556,7491
2556,11174
2807,6452
2807,14927
2807,18148
2807,17307
2807,12843
2321,8059
2321,17071
2321,6958
2321,17072
2321,7505
2732,5702
2732,6193
2732,8014
2732,5820
2732,6044
524,13273
524,11077
524,11627
524,10793
524,15735
1590,11322
1590,6452
1590,11395
1590,5702
1590,6193
2067,9502
2067,10852
2067,5820
2067,13689
2067,13607
1809,8560
1809,8755
1809,11954
1809,12778
1809,16016
2636,17071
2636,17072
2636,18339
2636,17515
2636,9916
2134,7978
2134,15911
2134,11395
2134,11322
2134,14962
1614,17071
1614,17072
1614,5820
1614,8059
1614,5702
2345,10307
2345,13862
2345,9916
2345,10311
2345,6338
2132,17071
2132,17072
2132,18339
2132,9916
2132,13862
2805,17071
2805,6919
2805,17072
2805,18339
2805,7491
1267,17071
1267,17072
1267,18339
1267,11322
1267,11395
1079,17071
1079,17072
1079,18339
1079,18178
1079,17960
625,15918
625,5820
625,9636
625,17071
625,12385
1823,11889
1823,13522
1823,17071
1823,17072
1823,6193
2783,11322
2783,11395
2783,5820
2783,17071
2783,17072
1631,5820
1631,18096
1631,8059
1631,17850
1631,15630
1984,5820
1984,8059
1984,11913
1984,7760
1984,13440
707,12567
707,13026
707,12565
707,9184
707,9023
74,11395
74,11322
74,5820
74,15530
74,14962
977,5820
977,8014
977,5702
977,6193
977,14962
509,5820
509,15855
509,18203
509,15859
509,13692
2063,9007
2063,6452
2063,10491
2063,13689
2063,17171
176,8106
176,8764
176,12833
176,9761
176,6723
2800,17071
2800,17072
2800,7238
2800,18339
2800,11174
2789,13441
2789,13440
2789,11913
2789,5702
2789,7760
1378,8059
1378,11322
1378,15855
1378,17071
1378,11395
1541,11894
1541,8014
1541,6193
1541,5702
1541,11425
666,14906
666,12193
666,12372
666,18315
666,11866
2310,5702
2310,8014
2310,6193
2310,6044
2310,6452
865,14566
865,17960
865,11322
865,18178
865,11395
1998,13901
1998,17071
1998,17072
1998,10852
1998,6193
2667,5820
2667,10307
2667,9916
2667,13862
2667,11322
1558,17071
1558,17072
1558,18339
1558,5820
1558,11174
1249,5820
1249,17455
1249,11174
1249,7491
1249,17960
1171,17071
1171,17072
1171,18339
1171,17960
1171,18178
2753,16196
2753,16549
2753,17307
2753,15530
2753,18148
1793,11322
1793,11395
1793,5820
1793,6338
1793,18148
540,10879
540,14685
540,13299
540,10881
540,14670
36,13005
36,11668
36,5730
36,8014
36,5702
593,11718
593,6452
593,17071
593,17072
593,11408
28,17071
28,17072
28,5820
28,18339
28,15415
2589,5820
2589,10307
2589,13862
2589,14927
2589,9916
1646,5820
1646,15855
1646,18203
1646,15859
1646,12372
2161,12917
2161,17071
2161,17072
2161,18339
2161,6007
2081,17071
2081,17072
2081,18339
2081,18096
2081,5702
1350,5820
1350,10293
1350,8014
1350,6193
1350,5702
1188,6193
1188,5702
1188,8014
1188,8059
1188,6044
1197,7048
1197,17071
1197,6452
1197,17072
1197,18339
221,7423
221,7045
221,13611
221,8092
221,6452
2413,17071
2413,17072
2413,18339
2413,5820
2413,6452
1512,17072
1512,10051
1512,17071
1512,5820
1512,17960
2385,10870
2385,8014
2385,18270
2385,5702
2385,6193
2557,6193
2557,8014
2557,5702
2557,6493
2557,6044
1315,18096
1315,8477
1315,6845
1315,5820
1315,15530
315,5820
315,8059
315,9579
315,14962
315,8513
2339,8963
2339,14927
2339,16516
2339,6117
2339,17307
1597,5820
1597,10307
1597,8846
1597,8842
1597,8840
1280,11395
1280,11322
1280,17071
1280,5820
1280,17072
2280,5820
2280,8059
2280,18148
2280,17340
2280,17307
2500,8014
2500,6193
2500,5702
2500,14962
2500,6044
1819,9614
1819,17624
1819,17960
1819,11174
1819,5820
544,6193
544,5702
544,8014
544,11954
544,6452
41,17071
41,17072
41,17960
41,8014
41,5820
805,5820
805,14962
805,8059
805,17205
805,18148
1014,5820
1014,8059
1014,11190
1014,6684
1014,10051
83,7577
83,10088
83,11395
83,15630
83,6067
1598,18096
1598,6672
1598,6338
1598,8846
1598,8840
1129,6452
1129,11322
1129,5812
1129,11395
1129,5820
1459,13692
1459,5820
1459,8059
1459,6452
1459,14907
2007,17071
2007,18096
2007,11174
2007,11322
2007,7015
1663,6452
1663,7491
1663,11174
1663,8839
1663,17455
1753,5820
1753,6672
1753,6338
1753,6091
1753,17960
2152,8059
2152,16973
2152,17071
2152,17003
2152,17171
690,12417
690,15530
690,18096
690,11322
690,17960
1840,5820
1840,11322
1840,17071
1840,11395
1840,17072
2691,5820
2691,11322
2691,11395
2691,14977
2691,13440
942,16201
942,11322
942,11395
942,6338
942,6672
2571,5820
2571,17071
2571,17072
2571,10307
2571,9916
1971,15530
1971,17624
1971,14962
1971,5820
1971,12778
764,18096
764,17072
764,11913
764,17071
764,13440
1432,6452
1432,14804
1432,15530
1432,8059
1432,17072
349,17071
349,17072
349,14213
349,18339
349,8727
545,8059
545,11395
545,5820
545,11322
545,13862
1178,8846
1178,8842
1178,8840
1178,5820
1178,8839
1681,11322
1681,11395
1681,17071
1681,17072
1681,18339
819,11395
819,11322
819,5820
819,8059
819,15530
2016,5820
2016,13862
2016,10307
2016,10311
2016,9916
901,8059
901,5702
901,8014
901,6193
901,18296
